Statistiska tätorter 2023, befolkning, landareal, befolkningstäthet;;;;;;;;;;;;;;;;;;;;;;;;
Källa: SCB, www.scb.se/MI0810. Publicerad 2024-11-28;;;;;;;;;;;;;;;;;;;;;;;;
Statistisk tätort: Bebyggelseområde med minst 200 folkbokförda invånare och tät bebyggelse;;;;;;;;;;;;;;;;;;;;;;;;
Befolkning: Befolkning folkbokförd på adress inom statistiska tätorter 2023;;;;;;;;;;;;;;;;;;;;;;;;
Befolkningstäthet: Antal folkbokförda invånare dividerat med tätortens landareal i kvadratkilometer;;;;;;;;;;;;;;;;;;;;;;;;
Kommun och län avser tätorterns mest ursprungliga del eller den ytmässigt största delen av tätorten;;;;;;;;;;;;;;;;;;;;;;;;
Preliminära tätortsbeteckningar avser nya tätorter och tätorter med stor förändring i yta. Lantmäteriet utreder och fastställer definitiva beteckningar. ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Länskod;Länsnamn;Kommunkod ;Kommunnamn;Tätortskod;Tätortsbeteckning;"Ny
2023";"Befolkning 
2020-12-30";"Befolkning 
2023-12-31";"Skillnad 
befolkning 
2020-2023";"Landareal 
i hektar
2020";"Landareal 
i hektar
2023";"Skillnad 
i landareal
2020-2023";"Befolknings-
täthet
2020-12-30";"Befolknings-
täthet
2023-12-31";"Skillnad
befolknings-täthet 
2020-2023";;;;;;;;;
21;Gävleborg;2184;Hudiksvall;2184TB104;Friggesund;;530;500;-30;78;80;2;683;628;-55;;;;;;;;;
21;Gävleborg;2184;Hudiksvall;2184TB106;Edsta;;202;216;14;72;73;1;282;297;15;;;;;;;;;
21;Gävleborg;2184;Hudiksvall;2184TB108;Iggesund;;3 437;3 370;-67;434;438;4;792;770;-22;;;;;;;;;
21;Gävleborg;2184;Hudiksvall;2184TB110;Njutånger;;828;806;-22;165;171;6;502;472;-30;;;;;;;;;
21;Gävleborg;2184;Hudiksvall;2184TB111;Näsviken;;967;994;27;186;213;27;521;466;-55;;;;;;;;;
21;Gävleborg;2184;Hudiksvall;2184TB112;Sörforsa;;1 522;1 480;-42;231;207;-24;659;714;55;;;;;;;;;
21;Gävleborg;2184;Hudiksvall;2184TB142;Tomta, Näsbyn och Hagen;;215;216;1;96;98;2;223;221;-2;;;;;;;;;
21;Gävleborg;2184;Hudiksvall;2184TC105;Hudiksvall;;16 559;16 792;233;1 330;1 420;90;1 245;1 182;-63;;;;;;;;;
22;Västernorrland;2260;Ånge;2260TB101;Alby;;292;272;-20;147;152;5;199;180;-19;;;;;;;;;
22;Västernorrland;2260;Ånge;2260TB103;Ljungaverk och Fränsta;;2 028;2 002;-26;593;611;18;342;328;-14;;;;;;;;;
22;Västernorrland;2260;Ånge;2260TB105;Torpshammar;;431;438;7;194;205;11;222;214;-8;;;;;;;;;
22;Västernorrland;2260;Ånge;2260TC106;Ånge;;2 769;2 688;-81;381;389;8;726;692;-34;;;;;;;;;
22;Västernorrland;2262;Timrå;2262TB105;Söråker;;2 414;2 408;-6;527;560;33;458;430;-28;;;;;;;;;
22;Västernorrland;2280;Härnösand;2280TB103;Ramvik;;415;408;-7;71;71;0;587;571;-16;;;;;;;;;
22;Västernorrland;2280;Härnösand;2280TB105;Älandsbro;;917;888;-29;195;202;7;471;440;-31;;;;;;;;;
22;Västernorrland;2280;Härnösand;2280TB111;Utansjö (preliminär);1;;202;;;29;0;;692;0;;;;;;;;;
22;Västernorrland;2280;Härnösand;2280TC101;Härnösand;;18 508;18 236;-272;1 146;1 255;109;1 615;1 453;-162;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB101;Klingsta och Allsta;;567;592;25;164;180;16;346;328;-18;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB102;Vi;;6 876;6 834;-42;874;945;71;786;723;-63;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB108;Hartungviken och Spikarna;;509;521;12;250;256;6;204;203;-1;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB109;Hovid;;218;226;8;54;60;6;404;376;-28;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB110;Indal;;964;940;-24;250;248;-2;385;379;-6;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB113;Kovland;;464;623;159;60;123;63;773;505;-268;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB114;Kvissleby;;5 140;5 189;49;590;692;102;871;749;-122;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB116;Liden;;298;261;-37;86;83;-3;348;314;-34;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB117;Lucksta;;593;612;19;151;175;24;393;350;-43;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB118;Matfors;;3 412;3 312;-100;473;476;3;721;696;-25;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB119;Nedansjö;;216;259;43;67;84;17;324;308;-16;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB120;Njurundabommen;;2 793;2 752;-41;335;325;-10;835;847;12;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB121;Selånger;;349;327;-22;134;119;-15;260;275;15;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB122;Vikarbodarna och Skatan;;255;256;1;119;135;16;214;190;-24;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB124;Stockvik;;2 493;2 391;-102;142;142;0;1 751;1 687;-64;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB125;Stöde;;1 313;1 276;-37;399;398;-1;329;320;-9;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB128;Svartvik;;829;843;14;80;99;19;1 036;849;-187;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB129;Viforsen och Tunbyn;;213;214;1;79;80;1;269;267;-2;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB131;Vattjom;;535;531;-4;134;134;0;400;398;-2;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TB170;Ås, Slädaviken och Bullås;;231;246;15;109;113;4;211;217;6;;;;;;;;;
22;Västernorrland;2281;Sundsvall;2281TC127;Sundsvall och Timrå (preliminär);;58 813;70 918;12 105;4 144;5 328;1 184;1 419;1 331;-88;;;;;;;;;
22;Västernorrland;2282;Kramfors;2282TB101;Bollstabruk;;1 812;1 659;-153;490;511;21;370;325;-45;;;;;;;;;
22;Västernorrland;2282;Kramfors;2282TB102;Docksta;;373;379;6;102;105;3;366;360;-6;;;;;;;;;
22;Västernorrland;2282;Kramfors;2282TB105;Klockestrand;;285;277;-8;85;85;0;334;324;-10;;;;;;;;;
22;Västernorrland;2282;Kramfors;2282TB108;Lugnvik;;220;319;99;58;122;64;376;262;-114;;;;;;;;;
22;Västernorrland;2282;Kramfors;2282TB109;Lunde;;335;335;0;129;132;3;260;254;-6;;;;;;;;;
22;Västernorrland;2282;Kramfors;2282TB111;Nordingrå;;250;284;34;64;86;22;389;330;-59;;;;;;;;;
22;Västernorrland;2282;Kramfors;2282TB112;Nyland;;821;800;-21;170;169;-1;483;473;-10;;;;;;;;;
22;Västernorrland;2282;Kramfors;2282TB113;Sandslån;;332;340;8;194;194;0;171;175;4;;;;;;;;;
22;Västernorrland;2282;Kramfors;2282TB117;Ullånger;;761;745;-16;190;188;-2;401;396;-5;;;;;;;;;
22;Västernorrland;2282;Kramfors;2282TC106;Kramfors;;6 881;6 605;-276;861;886;25;799;746;-53;;;;;;;;;
22;Västernorrland;2283;Sollefteå;2283TB102;Junsele;;779;729;-50;226;224;-2;345;326;-19;;;;;;;;;
22;Västernorrland;2283;Sollefteå;2283TB103;Långsele;;1 550;1 523;-27;245;243;-2;633;628;-5;;;;;;;;;
22;Västernorrland;2283;Sollefteå;2283TB104;Näsåker;;509;500;-9;137;138;1;373;363;-10;;;;;;;;;
22;Västernorrland;2283;Sollefteå;2283TB105;Ramsele;;808;768;-40;214;217;3;378;353;-25;;;;;;;;;
22;Västernorrland;2283;Sollefteå;2283TC107;Sollefteå;;8 527;8 270;-257;994;973;-21;858;850;-8;;;;;;;;;
22;Västernorrland;2284;Örnsköldsvik;2284TB102;Billsta;;362;377;15;103;104;1;350;364;14;;;;;;;;;
22;Västernorrland;2284;Örnsköldsvik;2284TB103;Bjästa;;1 806;1 805;-1;245;238;-7;736;757;21;;;;;;;;;
22;Västernorrland;2284;Örnsköldsvik;2284TB104;Björna;;373;345;-28;74;74;0;506;466;-40;;;;;;;;;
22;Västernorrland;2284;Örnsköldsvik;2284TB105;Bredbyn;;1 173;1 169;-4;229;235;6;512;498;-14;;;;;;;;;
22;Västernorrland;2284;Örnsköldsvik;2284TB106;Gideå;;283;275;-8;66;67;1;426;410;-16;;;;;;;;;
22;Västernorrland;2284;Örnsköldsvik;2284TB108;Gottne;;205;212;7;57;57;0;363;372;9;;;;;;;;;
22;Västernorrland;2284;Örnsköldsvik;2284TB109;Husum;;1 589;1 475;-114;429;441;12;370;334;-36;;;;;;;;;
22;Västernorrland;2284;Örnsköldsvik;2284TB110;Köpmanholmen;;1 179;1 210;31;253;284;31;466;426;-40;;;;;;;;;
22;Västernorrland;2284;Örnsköldsvik;2284TB112;Mellansel;;749;710;-39;188;209;21;398;340;-58;;;;;;;;;
22;Västernorrland;2284;Örnsköldsvik;2284TB113;Moliden;;288;282;-6;66;68;2;437;413;-24;;;;;;;;;
22;Västernorrland;2284;Örnsköldsvik;2284TB114;Sidensjö;;381;386;5;132;120;-12;289;321;32;;;;;;;;;
22;Västernorrland;2284;Örnsköldsvik;2284TB119;Åmynnet;;316;305;-11;40;39;-1;786;774;-12;;;;;;;;;
22;Västernorrland;2284;Örnsköldsvik;2284TC120;Örnsköldsvik;;33 348;33 399;51;3 960;4 101;141;842;814;-28;;;;;;;;;
23;Jämtland;2303;Ragunda;2303TB101;Östra Bispgården;;248;211;-37;122;118;-4;203;178;-25;;;;;;;;;
23;Jämtland;2303;Ragunda;2303TB102;Västra Bispgården;;461;411;-50;120;119;-1;383;346;-37;;;;;;;;;
23;Jämtland;2303;Ragunda;2303TB104;Stugun;;585;574;-11;128;129;1;458;444;-14;;;;;;;;;
23;Jämtland;2303;Ragunda;2303TC103;Hammarstrand;;1 103;1 078;-25;278;286;8;396;377;-19;;;;;;;;;
23;Jämtland;2305;Bräcke;2305TB102;Gällö;;692;668;-24;123;123;0;564;542;-22;;;;;;;;;
23;Jämtland;2305;Bräcke;2305TB103;Kälarne;;377;377;0;124;123;-1;305;306;1;;;;;;;;;
23;Jämtland;2305;Bräcke;2305TB104;Pilgrimstad;;373;389;16;80;81;1;468;479;11;;;;;;;;;
23;Jämtland;2305;Bräcke;2305TC101;Bräcke;;1 467;1 477;10;198;207;9;739;713;-26;;;;;;;;;
23;Jämtland;2309;Krokom;2309TB101;Aspås;;485;524;39;149;150;1;325;350;25;;;;;;;;;
23;Jämtland;2309;Krokom;2309TB102;Åssjöns norra strand (preliminär);;354;287;-67;96;64;-32;371;447;76;;;;;;;;;
23;Jämtland;2309;Krokom;2309TB103;Dvärsätt;;779;784;5;129;123;-6;605;638;33;;;;;;;;;
23;Jämtland;2309;Krokom;2309TB104;Föllinge;;481;421;-60;167;167;0;288;253;-35;;;;;;;;;
23;Jämtland;2309;Krokom;2309TB105;Hissmofors;;298;275;-23;115;125;10;259;220;-39;;;;;;;;;
23;Jämtland;2309;Krokom;2309TB108;Nälden;;995;986;-9;132;133;1;751;744;-7;;;;;;;;;
23;Jämtland;2309;Krokom;2309TB109;Trångsviken;;266;273;7;61;65;4;436;423;-13;;;;;;;;;
23;Jämtland;2309;Krokom;2309TB110;Vaplan;;262;262;0;62;63;1;425;419;-6;;;;;;;;;
23;Jämtland;2309;Krokom;2309TB112;Ås;;1 471;1 589;118;282;301;19;521;528;7;;;;;;;;;
23;Jämtland;2309;Krokom;2309TB113;Änge;;351;332;-19;62;62;0;564;533;-31;;;;;;;;;
23;Jämtland;2309;Krokom;2309TB121;Rödön (preliminär);1;;255;;;82;0;;312;0;;;;;;;;;
23;Jämtland;2309;Krokom;2309TB130;Kaxås (preliminär);1;;233;;;63;0;;368;0;;;;;;;;;
23;Jämtland;2309;Krokom;2309TC107;Krokom;;1 870;1 844;-26;163;161;-2;1 150;1 146;-4;;;;;;;;;
23;Jämtland;2313;Strömsund;2313TB101;Backe;;498;475;-23;150;151;1;332;315;-17;;;;;;;;;
23;Jämtland;2313;Strömsund;2313TB102;Gäddede;;275;254;-21;77;78;1;355;327;-28;;;;;;;;;
23;Jämtland;2313;Strömsund;2313TB103;Hammerdal;;1 083;1 089;6;396;452;56;273;241;-32;;;;;;;;;
23;Jämtland;2313;Strömsund;2313TB104;Hoting;;631;577;-54;117;119;2;538;483;-55;;;;;;;;;
23;Jämtland;2313;Strömsund;2313TB106;Näsviken;;218;203;-15;83;84;1;261;242;-19;;;;;;;;;
23;Jämtland;2313;Strömsund;2313TB107;Rossön;;324;319;-5;185;191;6;175;167;-8;;;;;;;;;
23;Jämtland;2313;Strömsund;2313TC108;Strömsund;;3 692;3 590;-102;387;390;3;954;920;-34;;;;;;;;;
23;Jämtland;2321;Åre;2321TB101;Björnänge;;770;820;50;407;446;39;189;184;-5;;;;;;;;;
23;Jämtland;2321;Åre;2321TB103;Hallen;;233;235;2;90;98;8;259;241;-18;;;;;;;;;
23;Jämtland;2321;Åre;2321TB105;Mörsil;;851;822;-29;133;137;4;642;601;-41;;;;;;;;;
23;Jämtland;2321;Åre;2321TB106;Undersåker;;650;645;-5;151;157;6;431;411;-20;;;;;;;;;
23;Jämtland;2321;Åre;2321TB107;Åre;;3 552;3 699;147;663;677;14;535;547;12;;;;;;;;;
23;Jämtland;2321;Åre;2321TB119;Hålland (preliminär);1;;207;;;76;0;;274;0;;;;;;;;;
23;Jämtland;2321;Åre;2321TC104;Järpen;;1 589;1 597;8;232;242;10;686;661;-25;;;;;;;;;
23;Jämtland;2326;Berg;2326TB101;Hackås;;531;591;60;142;158;16;373;375;2;;;;;;;;;
23;Jämtland;2326;Berg;2326TB103;Klövsjö;;342;358;16;334;345;11;102;104;2;;;;;;;;;
23;Jämtland;2326;Berg;2326TB104;Myrviken;;291;286;-5;91;92;1;318;309;-9;;;;;;;;;
23;Jämtland;2326;Berg;2326TB108;Åsarne;;254;259;5;63;61;-2;402;424;22;;;;;;;;;
23;Jämtland;2326;Berg;2326TC107;Svenstavik;;1 018;974;-44;164;165;1;622;589;-33;;;;;;;;;
23;Jämtland;2361;Härjedalen;2361TB101;Funäsdalen;;1 054;1 064;10;267;258;-9;395;413;18;;;;;;;;;
23;Jämtland;2361;Härjedalen;2361TB102;Hede;;762;711;-51;243;283;40;314;251;-63;;;;;;;;;
23;Jämtland;2361;Härjedalen;2361TB103;Lillhärdal;;354;333;-21;230;233;3;154;143;-11;;;;;;;;;
23;Jämtland;2361;Härjedalen;2361TB104;Norr-Hede;;225;225;0;82;86;4;275;262;-13;;;;;;;;;
23;Jämtland;2361;Härjedalen;2361TB106;Ulvkälla;;390;379;-11;82;77;-5;476;495;19;;;;;;;;;
23;Jämtland;2361;Härjedalen;2361TB107;Vemdalen;;622;661;39;401;458;57;155;144;-11;;;;;;;;;
23;Jämtland;2361;Härjedalen;2361TB108;Ytterhogdal;;461;472;11;228;230;2;202;205;3;;;;;;;;;
23;Jämtland;2361;Härjedalen;2361TB114;Bruksvallarna/Våålleh;;220;232;12;167;167;0;132;139;7;;;;;;;;;
23;Jämtland;2361;Härjedalen;2361TC105;Sveg;;2 509;2 448;-61;328;331;3;765;740;-25;;;;;;;;;
23;Jämtland;2380;Östersund;2380TB102;Fåker, Ålsta och Månsta;;330;338;8;115;114;-1;286;296;10;;;;;;;;;
23;Jämtland;2380;Östersund;2380TB103;Hara;;231;241;10;103;105;2;225;230;5;;;;;;;;;
23;Jämtland;2380;Östersund;2380TB104;Häggenås;;347;363;16;104;105;1;334;346;12;;;;;;;;;
23;Jämtland;2380;Östersund;2380TB106;Lit;;1 182;1 226;44;135;171;36;873;718;-155;;;;;;;;;
23;Jämtland;2380;Östersund;2380TB107;Marieby;;470;722;252;198;324;126;237;223;-14;;;;;;;;;
23;Jämtland;2380;Östersund;2380TB108;Målsta, Genvalla och Fillsta;;216;231;15;66;73;7;325;315;-10;;;;;;;;;
23;Jämtland;2380;Östersund;2380TB110;Orrviken;;309;335;26;74;78;4;416;427;11;;;;;;;;;
23;Jämtland;2380;Östersund;2380TB112;Tandsbyn;;444;427;-17;135;140;5;330;306;-24;;;;;;;;;
23;Jämtland;2380;Östersund;2380TB113;Ängsmon;;1 345;1 501;156;56;65;9;2 395;2 305;-90;;;;;;;;;
23;Jämtland;2380;Östersund;2380TB148;Slandrom;;204;210;6;76;75;-1;267;281;14;;;;;;;;;
23;Jämtland;2380;Östersund;2380TC114;Östersund;;52 980;53 992;1 012;3 673;3 936;263;1 442;1 372;-70;;;;;;;;;
24;Västerbotten;2401;Nordmaling;2401TB102;Lögdeå;;571;547;-24;179;179;0;319;305;-14;;;;;;;;;
24;Västerbotten;2401;Nordmaling;2401TB104;Rundvik;;800;778;-22;171;171;0;469;456;-13;;;;;;;;;
24;Västerbotten;2401;Nordmaling;2401TC103;Nordmaling;;2 656;2 640;-16;299;298;-1;888;887;-1;;;;;;;;;
24;Västerbotten;2403;Bjurholm;2403TC101;Bjurholm;;1 013;984;-29;163;164;1;621;601;-20;;;;;;;;;
24;Västerbotten;2404;Vindeln;2404TB102;Hällnäs;;229;231;2;85;86;1;270;269;-1;;;;;;;;;
24;Västerbotten;2404;Vindeln;2404TB103;Tvärålund;;337;337;0;109;113;4;310;300;-10;;;;;;;;;
24;Västerbotten;2404;Vindeln;2404TC104;Vindeln;;2 502;2 505;3;280;284;4;894;881;-13;;;;;;;;;
24;Västerbotten;2409;Robertsfors;2409TB101;Bygdeå;;487;479;-8;80;81;1;607;595;-12;;;;;;;;;
24;Västerbotten;2409;Robertsfors;2409TB103;Ånäset;;590;598;8;137;138;1;431;433;2;;;;;;;;;
24;Västerbotten;2409;Robertsfors;2409TC102;Robertsfors;;2 010;1 939;-71;216;221;5;929;879;-50;;;;;;;;;
24;Västerbotten;2417;Norsjö;2417TB101;Bastuträsk;;322;329;7;90;91;1;360;360;0;;;;;;;;;
24;Västerbotten;2417;Norsjö;2417TC102;Norsjö;;2 036;1 995;-41;276;281;5;739;711;-28;;;;;;;;;
24;Västerbotten;2418;Malå;2418TC102;Malå;;1 995;2 013;18;265;261;-4;753;772;19;;;;;;;;;
24;Västerbotten;2421;Storuman;2421TB102;Hemavan/Bierke;;273;299;26;214;232;18;128;129;1;;;;;;;;;
24;Västerbotten;2421;Storuman;2421TB103;Stensele;;462;445;-17;123;160;37;376;278;-98;;;;;;;;;
24;Västerbotten;2421;Storuman;2421TB105;Tärnaby;;468;415;-53;158;173;15;296;239;-57;;;;;;;;;
24;Västerbotten;2421;Storuman;2421TC104;Storuman;;2 135;2 080;-55;271;269;-2;789;772;-17;;;;;;;;;
24;Västerbotten;2422;Sorsele;2422TC103;Sorsele;;1 113;1 092;-21;194;195;1;575;559;-16;;;;;;;;;
24;Västerbotten;2425;Dorotea;2425TC101;Dorotea;;1 320;1 208;-112;222;226;4;594;534;-60;;;;;;;;;
24;Västerbotten;2460;Vännäs;2460TB102;Vännäsby;;1 747;1 763;16;208;211;3;841;837;-4;;;;;;;;;
24;Västerbotten;2460;Vännäs;2460TC101;Vännäs;;4 567;4 585;18;412;459;47;1 108;998;-110;;;;;;;;;
24;Västerbotten;2462;Vilhelmina;2462TC103;Vilhelmina;;3 356;3 245;-111;401;403;2;837;806;-31;;;;;;;;;
24;Västerbotten;2463;Åsele;2463TC102;Åsele;;1 678;1 633;-45;227;228;1;739;715;-24;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB101;Botsmark;;202;212;10;38;37;-1;527;568;41;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB102;Brännäset och Boviken;;300;322;22;294;299;5;102;108;6;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB103;Brännland;;358;363;5;62;63;1;581;579;-2;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB104;Bullmark;;314;313;-1;52;50;-2;602;622;20;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB105;Flurkmark;;224;212;-12;45;46;1;499;464;-35;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB106;Hissjön;;478;485;7;113;112;-1;422;433;11;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB107;Holmsund;;6 046;6 064;18;777;673;-104;779;902;123;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB108;Hörnefors;;2 607;2 547;-60;287;243;-44;909;1 050;141;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB109;Innertavle;;596;592;-4;80;83;3;749;716;-33;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB110;Norrmjöle;;228;237;9;165;168;3;138;141;3;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB111;Obbola;;2 186;2 141;-45;233;239;6;937;896;-41;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB112;Röbäck;;2 545;2 493;-52;213;269;56;1 197;926;-271;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB113;Stöcke;;577;513;-64;93;75;-18;620;685;65;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB114;Stöcksjö;;508;598;90;117;141;24;435;425;-10;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB115;Sävar;;3 050;3 055;5;329;343;14;928;892;-36;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB116;Sörfors;;495;511;16;115;118;3;432;432;0;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB117;Sörmjöle;;300;309;9;64;63;-1;468;489;21;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB118;Tavelsjö;;472;484;12;75;79;4;632;614;-18;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB120;Täfteå;;1 383;1 376;-7;158;160;2;876;857;-19;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB121;Ersmark;;1 605;1 559;-46;149;148;-1;1 077;1 053;-24;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB124;Yttersjö;;518;531;13;111;115;4;466;463;-3;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB125;Överboda;;253;264;11;67;67;0;376;394;18;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB146;Degernäs (preliminär);1;;211;;;73;0;;289;0;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB149;Djäkneböle (preliminär);1;;200;;;65;0;;310;0;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB161;Kassjö;;259;254;-5;80;82;2;323;310;-13;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB174;Svedjan (preliminär);1;;419;;;126;0;;334;0;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB175;Skravelsjö (preliminär);1;;208;;;49;0;;426;0;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TB176;Ström (preliminär);1;;203;;;50;0;;407;0;;;;;;;;;
24;Västerbotten;2480;Umeå;2480TC122;Umeå;;91 916;94 243;2 327;3 513;3 632;119;2 616;2 595;-21;;;;;;;;;
24;Västerbotten;2481;Lycksele;2481TB101;Hedlunda;;227;227;0;55;53;-2;411;427;16;;;;;;;;;
24;Västerbotten;2481;Lycksele;2481TB104;Rusksele;;208;221;13;69;66;-3;303;335;32;;;;;;;;;
24;Västerbotten;2481;Lycksele;2481TC103;Lycksele;;8 660;8 580;-80;839;849;10;1 032;1 011;-21;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB102;Boliden;;1 606;1 614;8;151;158;7;1 064;1 020;-44;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB103;Bureå;;2 524;2 552;28;383;370;-13;659;691;32;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB104;Burträsk;;1 636;1 616;-20;194;189;-5;841;856;15;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB105;Bygdsiljum;;312;291;-21;154;159;5;203;183;-20;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB106;Byske;;1 741;1 741;0;328;341;13;530;510;-20;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB107;Ersmark;;822;805;-17;125;125;0;658;646;-12;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB109;Jörn;;636;606;-30;175;179;4;364;338;-26;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB110;Klutmark;;220;233;13;74;81;7;296;286;-10;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB111;Kusmark;;470;471;1;124;117;-7;378;404;26;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB112;Kåge;;2 271;2 594;323;272;284;12;834;912;78;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB113;Lövånger;;804;767;-37;139;165;26;580;464;-116;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB114;Medle;;557;574;17;164;162;-2;340;354;14;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB115;Myckle;;436;420;-16;103;104;1;423;403;-20;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB116;Ostvik;;543;546;3;140;137;-3;387;398;11;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB117;Skelleftehamn;;3 213;3 302;89;322;339;17;998;973;-25;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB118;Ursviken;;3 844;3 999;155;340;347;7;1 130;1 153;23;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB120;Drängsmark;;335;346;11;64;62;-2;527;558;31;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB121;Södra Bergsbyn och Stackgrönnan;;377;382;5;80;76;-4;473;503;30;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB122;Örviken;;419;442;23;116;122;6;362;361;-1;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB137;Boviken (preliminär);1;;203;;;61;0;;334;0;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TB141;Frostkåge;;219;212;-7;73;75;2;300;284;-16;;;;;;;;;
24;Västerbotten;2482;Skellefteå;2482TC119;Skellefteå;;36 388;39 146;2 758;2 444;2 641;197;1 489;1 482;-7;;;;;;;;;
25;Norrbotten;2505;Arvidsjaur;2505TB102;Glommersträsk;;216;208;-8;87;86;-1;247;241;-6;;;;;;;;;
25;Norrbotten;2505;Arvidsjaur;2505TC101;Arvidsjaur;;4 457;4 448;-9;427;437;10;1 043;1 019;-24;;;;;;;;;
25;Norrbotten;2506;Arjeplog;2506TC101;Arjeplog;;1 701;1 626;-75;241;242;1;706;672;-34;;;;;;;;;
25;Norrbotten;2510;Jokkmokk;2510TB103;Porjus;;265;256;-9;46;46;0;577;559;-18;;;;;;;;;
25;Norrbotten;2510;Jokkmokk;2510TB104;Vuollerim;;623;591;-32;144;148;4;432;400;-32;;;;;;;;;
25;Norrbotten;2510;Jokkmokk;2510TC101;Jokkmokk;;2 766;2 711;-55;304;306;2;909;887;-22;;;;;;;;;
25;Norrbotten;2513;Överkalix;2513TB102;Svartbyn;;263;245;-18;129;127;-2;205;193;-12;;;;;;;;;
25;Norrbotten;2513;Överkalix;2513TB103;Tallvik;;486;472;-14;105;108;3;465;438;-27;;;;;;;;;
25;Norrbotten;2513;Överkalix;2513TC105;Överkalix;;1 035;993;-42;125;126;1;830;786;-44;;;;;;;;;
25;Norrbotten;2514;Kalix;2514TB101;Bredviken;;373;369;-4;57;58;1;653;641;-12;;;;;;;;;
25;Norrbotten;2514;Kalix;2514TB103;Gammelgården;;279;270;-9;71;71;0;391;382;-9;;;;;;;;;
