Statistiska tätorter 2023, befolkning, landareal, befolkningstäthet;;;;;;;;;;;;;;;;;;;;;;;;
Källa: SCB, www.scb.se/MI0810. Publicerad 2024-11-28;;;;;;;;;;;;;;;;;;;;;;;;
Statistisk tätort: Bebyggelseområde med minst 200 folkbokförda invånare och tät bebyggelse;;;;;;;;;;;;;;;;;;;;;;;;
Befolkning: Befolkning folkbokförd på adress inom statistiska tätorter 2023;;;;;;;;;;;;;;;;;;;;;;;;
Befolkningstäthet: Antal folkbokförda invånare dividerat med tätortens landareal i kvadratkilometer;;;;;;;;;;;;;;;;;;;;;;;;
Kommun och län avser tätorterns mest ursprungliga del eller den ytmässigt största delen av tätorten;;;;;;;;;;;;;;;;;;;;;;;;
Preliminära tätortsbeteckningar avser nya tätorter och tätorter med stor förändring i yta. Lantmäteriet utreder och fastställer definitiva beteckningar. ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Länskod;Länsnamn;Kommunkod ;Kommunnamn;Tätortskod;Tätortsbeteckning;"Ny
2023";"Befolkning 
2020-12-30";"Befolkning 
2023-12-31";"Skillnad 
befolkning 
2020-2023";"Landareal 
i hektar
2020";"Landareal 
i hektar
2023";"Skillnad 
i landareal
2020-2023";"Befolknings-
täthet
2020-12-30";"Befolknings-
täthet
2023-12-31";"Skillnad
befolknings-täthet 
2020-2023";;;;;;;;;
13;Halland;1383;Varberg;1383TC119;Varberg;;36 327;38 575;2 248;2 421;2 492;71;1 501;1 548;47;;;;;;;;;
13;Halland;1384;Kungsbacka;1384TB101;Röda holme;;673;683;10;208;221;13;323;309;-14;;;;;;;;;
13;Halland;1384;Kungsbacka;1384TB105;Buerås;;768;876;108;91;119;28;844;739;-105;;;;;;;;;
13;Halland;1384;Kungsbacka;1384TB106;Fjärås kyrkby;;2 703;2 810;107;269;296;27;1 005;949;-56;;;;;;;;;
13;Halland;1384;Kungsbacka;1384TB107;Fjärås station;;214;203;-11;72;76;4;299;267;-32;;;;;;;;;
13;Halland;1384;Kungsbacka;1384TB108;Frillesås;;3 285;3 773;488;486;619;133;676;610;-66;;;;;;;;;
13;Halland;1384;Kungsbacka;1384TB112;Halla Heberg;;1 751;1 970;219;418;474;56;419;416;-3;;;;;;;;;
13;Halland;1384;Kungsbacka;1384TB113;Hjälm;;272;268;-4;32;34;2;846;784;-62;;;;;;;;;
13;Halland;1384;Kungsbacka;1384TB115;Kläppa;;735;787;52;148;172;24;497;458;-39;;;;;;;;;
13;Halland;1384;Kungsbacka;1384TB119;Onsala;;12 415;12 486;71;1 347;1 443;96;922;866;-56;;;;;;;;;
13;Halland;1384;Kungsbacka;1384TB122;Östra Hanhals och Torkelstorp;;239;328;89;86;124;38;279;265;-14;;;;;;;;;
13;Halland;1384;Kungsbacka;1384TB123;Vallda;;3 933;3 981;48;561;575;14;701;692;-9;;;;;;;;;
13;Halland;1384;Kungsbacka;1384TB126;Åsa;;6 479;6 102;-377;902;867;-35;719;704;-15;;;;;;;;;
13;Halland;1384;Kungsbacka;1384TB127;Västra Hagen;;1 396;1 393;-3;266;345;79;525;404;-121;;;;;;;;;
13;Halland;1384;Kungsbacka;1384TB145;Dala (preliminär);1;;203;;;49;0;;414;0;;;;;;;;;
13;Halland;1384;Kungsbacka;1384TB164;Västra Hanhals;;248;239;-9;53;54;1;471;442;-29;;;;;;;;;
14;Västra Götaland;1401;Härryda;1401TB103;Eskilsby och Snugga;;260;294;34;87;103;16;298;285;-13;;;;;;;;;
14;Västra Götaland;1401;Härryda;1401TB104;Hällingsjö;;499;480;-19;97;99;2;515;486;-29;;;;;;;;;
14;Västra Götaland;1401;Härryda;1401TB105;Hindås;;3 098;3 073;-25;485;492;7;639;625;-14;;;;;;;;;
14;Västra Götaland;1401;Härryda;1401TB106;Härryda;;1 179;1 207;28;356;362;6;331;333;2;;;;;;;;;
14;Västra Götaland;1401;Härryda;1401TB107;Landvetter;;9 223;9 999;776;884;1 097;213;1 043;911;-132;;;;;;;;;
14;Västra Götaland;1401;Härryda;1401TB109;Nya Långenäs;;342;340;-2;33;34;1;1 030;1 011;-19;;;;;;;;;
14;Västra Götaland;1401;Härryda;1401TB110;Rya;;375;355;-20;93;94;1;405;376;-29;;;;;;;;;
14;Västra Götaland;1401;Härryda;1401TB111;Rävlanda;;1 649;1 734;85;162;163;1;1 016;1 065;49;;;;;;;;;
14;Västra Götaland;1401;Härryda;1401TB112;Stora Bugärde;;431;493;62;117;128;11;367;386;19;;;;;;;;;
14;Västra Götaland;1401;Härryda;1401TC108;Mölnlycke;;18 392;25 172;6 780;1 173;1 517;344;1 568;1 659;91;;;;;;;;;
14;Västra Götaland;1402;Partille;1402TB101;Jonsered;;872;887;15;111;112;1;787;794;7;;;;;;;;;
14;Västra Götaland;1402;Partille;1402TB102;Kåhög;;896;869;-27;54;56;2;1 648;1 554;-94;;;;;;;;;
14;Västra Götaland;1407;Öckerö;1407TB101;Björkö;;1 473;1 447;-26;103;105;2;1 427;1 376;-51;;;;;;;;;
14;Västra Götaland;1407;Öckerö;1407TB102;Fotö;;621;614;-7;43;44;1;1 447;1 407;-40;;;;;;;;;
14;Västra Götaland;1407;Öckerö;1407TB104;Hälsö;;590;569;-21;62;68;6;955;840;-115;;;;;;;;;
14;Västra Götaland;1407;Öckerö;1407TB106;Kalvsund;;245;233;-12;25;26;1;963;907;-56;;;;;;;;;
14;Västra Götaland;1407;Öckerö;1407TB107;Källö-Knippla;;307;285;-22;34;35;1;904;813;-91;;;;;;;;;
14;Västra Götaland;1407;Öckerö;1407TB108;Rörö;;250;253;3;58;59;1;430;432;2;;;;;;;;;
14;Västra Götaland;1407;Öckerö;1407TC109;Hönö och Öckerö;;9 124;9 114;-10;611;641;30;1 492;1 421;-71;;;;;;;;;
14;Västra Götaland;1415;Stenungsund;1415TB102;Jörlanda;;1 549;1 471;-78;342;307;-35;452;479;27;;;;;;;;;
14;Västra Götaland;1415;Stenungsund;1415TB105;Stora Höga;;2 972;3 122;150;292;313;21;1 017;996;-21;;;;;;;;;
14;Västra Götaland;1415;Stenungsund;1415TB106;Stenungsön;1;;255;;;69;0;;369;0;;;;;;;;;
14;Västra Götaland;1415;Stenungsund;1415TB108;Svartehallen;;240;239;-1;60;60;0;403;401;-2;;;;;;;;;
14;Västra Götaland;1415;Stenungsund;1415TB109;Svenshögen;;403;395;-8;56;58;2;724;677;-47;;;;;;;;;
14;Västra Götaland;1415;Stenungsund;1415TB110;Ucklum;;678;761;83;138;159;21;490;477;-13;;;;;;;;;
14;Västra Götaland;1415;Stenungsund;1415TB111;Spekeröd;;232;227;-5;101;94;-7;230;241;11;;;;;;;;;
14;Västra Götaland;1415;Stenungsund;1415TB112;Ödsmål;;1 461;1 414;-47;358;336;-22;408;421;13;;;;;;;;;
14;Västra Götaland;1415;Stenungsund;1415TB135;Skotthed (preliminär);1;;228;;;91;0;;251;0;;;;;;;;;
14;Västra Götaland;1415;Stenungsund;1415TC104;Stenungsund;;14 167;14 381;214;1 329;1 342;13;1 066;1 072;6;;;;;;;;;
14;Västra Götaland;1419;Tjörn;1419TB101;Bleket och Klädesholmen;;798;761;-37;147;149;2;541;512;-29;;;;;;;;;
14;Västra Götaland;1419;Tjörn;1419TB102;Djupvik och Fagerfjäll;;217;256;39;120;199;79;181;129;-52;;;;;;;;;
14;Västra Götaland;1419;Tjörn;1419TB104;Valsäng;;413;412;-1;168;170;2;246;243;-3;;;;;;;;;
14;Västra Götaland;1419;Tjörn;1419TB105;Kyrkesund;;527;534;7;550;578;28;96;92;-4;;;;;;;;;
14;Västra Götaland;1419;Tjörn;1419TB106;Kållekärr;;754;803;49;99;105;6;763;766;3;;;;;;;;;
14;Västra Götaland;1419;Tjörn;1419TB107;Höviksnäs;;3 469;3 469;0;673;692;19;515;501;-14;;;;;;;;;
14;Västra Götaland;1419;Tjörn;1419TB109;Rönnäng;;1 628;1 597;-31;250;271;21;651;589;-62;;;;;;;;;
14;Västra Götaland;1419;Tjörn;1419TB120;Rösselvik (preliminär);1;;212;;;184;0;;115;0;;;;;;;;;
14;Västra Götaland;1419;Tjörn;1419TC110;Skärhamn;;3 678;3 725;47;505;532;27;728;700;-28;;;;;;;;;
14;Västra Götaland;1421;Orust;1421TB101;Ellös;;1 078;1 204;126;230;314;84;468;383;-85;;;;;;;;;
14;Västra Götaland;1421;Orust;1421TB104;Höggeröd;;409;456;47;307;330;23;133;138;5;;;;;;;;;
14;Västra Götaland;1421;Orust;1421TB106;Svanesund;;2 021;2 014;-7;353;402;49;572;501;-71;;;;;;;;;
14;Västra Götaland;1421;Orust;1421TB108;Varekil;;941;933;-8;155;164;9;606;568;-38;;;;;;;;;
14;Västra Götaland;1421;Orust;1421TC102;Henån;;2 405;2 394;-11;528;526;-2;456;455;-1;;;;;;;;;
14;Västra Götaland;1427;Sotenäs;1427TB101;Bovallstrand;;455;456;1;136;139;3;334;329;-5;;;;;;;;;
14;Västra Götaland;1427;Sotenäs;1427TB103;Hunnebostrand;;2 006;1 988;-18;350;375;25;574;530;-44;;;;;;;;;
14;Västra Götaland;1427;Sotenäs;1427TB105;Malmön;;267;256;-11;106;128;22;253;200;-53;;;;;;;;;
14;Västra Götaland;1427;Sotenäs;1427TC104;Smögen, Kungshamn och Väjern;;4 743;4 866;123;503;583;80;942;834;-108;;;;;;;;;
14;Västra Götaland;1430;Munkedal;1430TB101;Dingle;;941;910;-31;118;119;1;798;767;-31;;;;;;;;;
14;Västra Götaland;1430;Munkedal;1430TB102;Hedekas;;406;398;-8;96;97;1;422;409;-13;;;;;;;;;
14;Västra Götaland;1430;Munkedal;1430TB103;Hällevadsholm;;780;782;2;102;105;3;768;746;-22;;;;;;;;;
14;Västra Götaland;1430;Munkedal;1430TB105;Torreby;;260;250;-10;56;57;1;466;436;-30;;;;;;;;;
14;Västra Götaland;1430;Munkedal;1430TC104;Munkedal;;4 201;4 178;-23;556;581;25;756;720;-36;;;;;;;;;
14;Västra Götaland;1435;Tanum;1435TB101;Fjällbacka;;819;816;-3;180;191;11;456;428;-28;;;;;;;;;
14;Västra Götaland;1435;Tanum;1435TB102;Grebbestad;;1 922;1 936;14;517;564;47;372;343;-29;;;;;;;;;
14;Västra Götaland;1435;Tanum;1435TB103;Hamburgsund;;708;696;-12;143;144;1;496;482;-14;;;;;;;;;
14;Västra Götaland;1435;Tanum;1435TB104;Rabbalshede;;274;280;6;73;72;-1;378;386;8;;;;;;;;;
14;Västra Götaland;1435;Tanum;1435TB124;Östad;;225;219;-6;34;36;2;663;601;-62;;;;;;;;;
14;Västra Götaland;1435;Tanum;1435TC105;Tanumshede;;2 043;2 012;-31;218;224;6;937;899;-38;;;;;;;;;
14;Västra Götaland;1438;Dals-Ed;1438TC101;Ed;;3 009;2 901;-108;363;371;8;830;783;-47;;;;;;;;;
14;Västra Götaland;1439;Färgelanda;1439TB102;Högsäter;;754;695;-59;116;121;5;649;575;-74;;;;;;;;;
14;Västra Götaland;1439;Färgelanda;1439TB103;Stigen;;485;426;-59;77;80;3;632;534;-98;;;;;;;;;
14;Västra Götaland;1439;Färgelanda;1439TB104;Ödeborg;;579;575;-4;87;89;2;665;646;-19;;;;;;;;;
14;Västra Götaland;1439;Färgelanda;1439TC101;Färgelanda;;1 930;1 938;8;264;268;4;730;723;-7;;;;;;;;;
14;Västra Götaland;1440;Ale;1440TB101;Alvhem;;369;402;33;87;80;-7;426;506;80;;;;;;;;;
14;Västra Götaland;1440;Ale;1440TB104;Skepplanda;;1 873;1 821;-52;152;154;2;1 232;1 185;-47;;;;;;;;;
14;Västra Götaland;1440;Ale;1440TB105;Surte;;6 490;6 530;40;364;370;6;1 781;1 763;-18;;;;;;;;;
14;Västra Götaland;1440;Ale;1440TB106;Älvängen;;6 366;6 634;268;475;489;14;1 341;1 357;16;;;;;;;;;
14;Västra Götaland;1440;Ale;1440TC102;Nödinge-Nol;;11 476;11 658;182;842;887;45;1 362;1 314;-48;;;;;;;;;
14;Västra Götaland;1441;Lerum;1441TB102;Slätthult;;260;339;79;73;96;23;358;353;-5;;;;;;;;;
14;Västra Götaland;1441;Lerum;1441TB103;Björboholm;;1 204;1 215;11;255;250;-5;472;486;14;;;;;;;;;
14;Västra Götaland;1441;Lerum;1441TB105;Gråbo;;6 765;6 953;188;561;565;4;1 207;1 231;24;;;;;;;;;
14;Västra Götaland;1441;Lerum;1441TB108;Sjövik;;1 065;1 071;6;97;102;5;1 097;1 049;-48;;;;;;;;;
14;Västra Götaland;1441;Lerum;1441TB109;Tollered;;871;882;11;75;92;17;1 154;958;-196;;;;;;;;;
14;Västra Götaland;1441;Lerum;1441TB110;Öxeryd;;636;666;30;111;119;8;573;560;-13;;;;;;;;;
14;Västra Götaland;1441;Lerum;1441TB112;Ytterstad;;243;238;-5;67;70;3;365;341;-24;;;;;;;;;
14;Västra Götaland;1441;Lerum;1441TB130;Sandkullen och Sågarehagen;;205;217;12;32;33;1;643;654;11;;;;;;;;;
14;Västra Götaland;1441;Lerum;1441TC106;Lerum;;28 520;28 789;269;2 515;2 573;58;1 134;1 119;-15;;;;;;;;;
14;Västra Götaland;1442;Vårgårda;1442TB101;Horla;;262;250;-12;85;85;0;309;293;-16;;;;;;;;;
14;Västra Götaland;1442;Vårgårda;1442TB103;Östadkulle;;430;437;7;83;87;4;516;501;-15;;;;;;;;;
14;Västra Götaland;1442;Vårgårda;1442TC102;Vårgårda;;5 863;6 198;335;521;565;44;1 125;1 097;-28;;;;;;;;;
14;Västra Götaland;1443;Bollebygd;1443TB102;Hultafors;;324;295;-29;72;73;1;452;405;-47;;;;;;;;;
14;Västra Götaland;1443;Bollebygd;1443TB103;Olsfors;;614;607;-7;73;73;0;845;828;-17;;;;;;;;;
14;Västra Götaland;1443;Bollebygd;1443TB104;Töllsjö;;413;428;15;70;73;3;594;583;-11;;;;;;;;;
14;Västra Götaland;1443;Bollebygd;1443TB111;Dammkullen, Fjällastorp och Stenaskjum;;256;264;8;81;85;4;315;312;-3;;;;;;;;;
14;Västra Götaland;1443;Bollebygd;1443TC101;Bollebygd;;4 577;4 670;93;344;373;29;1 329;1 254;-75;;;;;;;;;
14;Västra Götaland;1444;Grästorp;1444TC101;Grästorp;;3 084;3 022;-62;266;270;4;1 160;1 121;-39;;;;;;;;;
14;Västra Götaland;1445;Essunga;1445TB101;Främmestad;;371;367;-4;71;71;0;525;518;-7;;;;;;;;;
14;Västra Götaland;1445;Essunga;1445TB102;Jonslund;;309;312;3;76;79;3;406;396;-10;;;;;;;;;
14;Västra Götaland;1445;Essunga;1445TC103;Nossebro;;1 941;1 931;-10;191;213;22;1 014;907;-107;;;;;;;;;
14;Västra Götaland;1446;Karlsborg;1446TB101;Forsvik;;323;323;0;83;85;2;387;382;-5;;;;;;;;;
14;Västra Götaland;1446;Karlsborg;1446TB103;Mölltorp;;1 084;1 048;-36;149;153;4;727;685;-42;;;;;;;;;
14;Västra Götaland;1446;Karlsborg;1446TB104;Undenäs;;214;207;-7;76;76;0;282;272;-10;;;;;;;;;
14;Västra Götaland;1446;Karlsborg;1446TC102;Karlsborg;;3 749;3 876;127;508;526;18;738;737;-1;;;;;;;;;
14;Västra Götaland;1447;Gullspång;1447TB103;Otterbäcken;;614;606;-8;120;126;6;514;482;-32;;;;;;;;;
14;Västra Götaland;1447;Gullspång;1447TC101;Gullspång;;1 567;1 579;12;302;304;2;519;519;0;;;;;;;;;
14;Västra Götaland;1447;Gullspång;1447TC102;Hova;;1 272;1 225;-47;197;198;1;647;619;-28;;;;;;;;;
14;Västra Götaland;1452;Tranemo;1452TB101;Ambjörnarp;;300;303;3;98;95;-3;306;321;15;;;;;;;;;
14;Västra Götaland;1452;Tranemo;1452TB102;Dalstorp;;729;719;-10;159;154;-5;458;467;9;;;;;;;;;
14;Västra Götaland;1452;Tranemo;1452TB103;Grimsås;;723;680;-43;117;119;2;620;573;-47;;;;;;;;;
14;Västra Götaland;1452;Tranemo;1452TB104;Limmared;;1 484;1 441;-43;146;149;3;1 016;966;-50;;;;;;;;;
14;Västra Götaland;1452;Tranemo;1452TB105;Ljungsarp;;219;202;-17;46;49;3;480;416;-64;;;;;;;;;
14;Västra Götaland;1452;Tranemo;1452TB106;Länghem;;1 111;1 091;-20;142;146;4;780;746;-34;;;;;;;;;
14;Västra Götaland;1452;Tranemo;1452TB107;Rosenlund;;300;302;2;61;38;-23;493;796;303;;;;;;;;;
14;Västra Götaland;1452;Tranemo;1452TB110;Uddebo;;272;269;-3;64;67;3;425;402;-23;;;;;;;;;
14;Västra Götaland;1452;Tranemo;1452TB113;Nittorp;;200;216;16;35;46;11;569;466;-103;;;;;;;;;
14;Västra Götaland;1452;Tranemo;1452TC109;Tranemo;;3 334;3 455;121;356;364;8;937;950;13;;;;;;;;;
14;Västra Götaland;1460;Bengtsfors;1460TB102;Billingsfors;;1 141;954;-187;164;168;4;694;569;-125;;;;;;;;;
14;Västra Götaland;1460;Bengtsfors;1460TB103;Bäckefors;;675;632;-43;143;144;1;472;440;-32;;;;;;;;;
14;Västra Götaland;1460;Bengtsfors;1460TB104;Dals Långed;;1 349;1 337;-12;211;250;39;639;535;-104;;;;;;;;;
14;Västra Götaland;1460;Bengtsfors;1460TB105;Skåpafors;;317;322;5;107;105;-2;296;307;11;;;;;;;;;
14;Västra Götaland;1460;Bengtsfors;1460TC101;Bengtsfors;;3 224;3 102;-122;398;402;4;810;772;-38;;;;;;;;;
14;Västra Götaland;1461;Mellerud;1461TB102;Dals Rostock;;794;775;-19;139;144;5;572;537;-35;;;;;;;;;
14;Västra Götaland;1461;Mellerud;1461TB104;Åsensbruk;;699;620;-79;167;205;38;418;302;-116;;;;;;;;;
14;Västra Götaland;1461;Mellerud;1461TC103;Mellerud;;3 991;3 974;-17;322;328;6;1 239;1 210;-29;;;;;;;;;
14;Västra Götaland;1462;Lilla Edet;1462TB101;Lilla Edet västra;;1 622;1 622;0;140;143;3;1 161;1 133;-28;;;;;;;;;
14;Västra Götaland;1462;Lilla Edet;1462TB102;Göta;;1 231;1 270;39;143;150;7;863;844;-19;;;;;;;;;
14;Västra Götaland;1462;Lilla Edet;1462TB103;Hjärtum;;375;401;26;54;69;15;696;585;-111;;;;;;;;;
14;Västra Götaland;1462;Lilla Edet;1462TB105;Lödöse;;1 871;1 895;24;190;187;-3;984;1 016;32;;;;;;;;;
14;Västra Götaland;1462;Lilla Edet;1462TB106;Nygård;;575;508;-67;143;105;-38;403;486;83;;;;;;;;;
14;Västra Götaland;1462;Lilla Edet;1462TB113;Groröd, Svenseröd, Torskog och Källeröd;;238;244;6;146;149;3;163;163;0;;;;;;;;;
14;Västra Götaland;1462;Lilla Edet;1462TB121;Västerlanda (preliminär);1;;203;;;103;0;;197;0;;;;;;;;;
14;Västra Götaland;1462;Lilla Edet;1462TC104;Lilla Edet;;3 884;3 907;23;315;319;4;1 233;1 223;-10;;;;;;;;;
14;Västra Götaland;1463;Mark;1463TB101;Ubbhult norra;;209;405;196;60;150;90;348;270;-78;;;;;;;;;
14;Västra Götaland;1463;Mark;1463TB102;Berghem;;381;350;-31;85;85;0;446;410;-36;;;;;;;;;
14;Västra Götaland;1463;Mark;1463TB103;Björketorp;;572;563;-9;103;106;3;555;532;-23;;;;;;;;;
14;Västra Götaland;1463;Mark;1463TB104;Fritsla;;2 434;2 346;-88;318;325;7;765;723;-42;;;;;;;;;
14;Västra Götaland;1463;Mark;1463TB105;Horred;;1 261;1 283;22;165;165;0;762;775;13;;;;;;;;;
14;Västra Götaland;1463;Mark;1463TB106;Hyssna;;735;780;45;166;201;35;443;388;-55;;;;;;;;;
14;Västra Götaland;1463;Mark;1463TB108;Rydal;;434;459;25;65;71;6;669;649;-20;;;;;;;;;
14;Västra Götaland;1463;Mark;1463TB109;Sätila;;1 351;1 493;142;170;182;12;794;819;25;;;;;;;;;
14;Västra Götaland;1463;Mark;1463TB110;Torestorp;;406;412;6;74;84;10;546;493;-53;;;;;;;;;
14;Västra Götaland;1463;Mark;1463TB111;Öxabäck;;338;329;-9;72;70;-2;472;470;-2;;;;;;;;;
14;Västra Götaland;1463;Mark;1463TB133;Fotskäl;;201;215;14;51;58;7;394;369;-25;;;;;;;;;
14;Västra Götaland;1463;Mark;1463TB137;Flygsnäs och Hägnen;;210;254;44;59;75;16;358;337;-21;;;;;;;;;
14;Västra Götaland;1463;Mark;1463TC107;Kinna;;15 452;15 507;55;1 941;1 930;-11;796;803;7;;;;;;;;;
14;Västra Götaland;1465;Svenljunga;1465TB101;Hillared;;620;660;40;97;100;3;636;657;21;;;;;;;;;
14;Västra Götaland;1465;Svenljunga;1465TB102;Holsljunga;;214;215;1;40;40;0;542;540;-2;;;;;;;;;
14;Västra Götaland;1465;Svenljunga;1465TB103;Mjöbäck;;298;296;-2;80;82;2;372;361;-11;;;;;;;;;
14;Västra Götaland;1465;Svenljunga;1465TB105;Sexdrega;;813;834;21;123;125;2;661;666;5;;;;;;;;;
14;Västra Götaland;1465;Svenljunga;1465TB107;Östra Frölunda;;329;310;-19;64;62;-2;517;500;-17;;;;;;;;;
14;Västra Götaland;1465;Svenljunga;1465TB108;Överlida;;498;488;-10;85;87;2;589;563;-26;;;;;;;;;
14;Västra Götaland;1465;Svenljunga;1465TB114;Sandsjön och Sågbacken;;235;262;27;56;58;2;421;452;31;;;;;;;;;
14;Västra Götaland;1465;Svenljunga;1465TC106;Svenljunga;;3 773;3 717;-56;444;448;4;850;829;-21;;;;;;;;;
14;Västra Götaland;1466;Herrljunga;1466TB101;Ljung och Annelund;;1 215;1 190;-25;184;220;36;661;542;-119;;;;;;;;;
14;Västra Götaland;1466;Herrljunga;1466TC103;Herrljunga;;4 119;4 113;-6;452;467;15;911;882;-29;;;;;;;;;
14;Västra Götaland;1470;Vara;1470TB101;Arentorp;;510;523;13;83;91;8;614;574;-40;;;;;;;;;
14;Västra Götaland;1470;Vara;1470TB102;Emtunga;;302;298;-4;45;45;0;673;659;-14;;;;;;;;;
14;Västra Götaland;1470;Vara;1470TB104;Jung;;395;395;0;91;89;-2;434;442;8;;;;;;;;;
14;Västra Götaland;1470;Vara;1470TB105;Kvänum;;1 320;1 330;10;179;179;0;735;743;8;;;;;;;;;
14;Västra Götaland;1470;Vara;1470TB106;Larv;;227;235;8;82;88;6;278;267;-11;;;;;;;;;
14;Västra Götaland;1470;Vara;1470TB107;Stora Levene;;794;773;-21;145;147;2;548;524;-24;;;;;;;;;
14;Västra Götaland;1470;Vara;1470TB108;Tråvad;;477;490;13;94;92;-2;510;531;21;;;;;;;;;
14;Västra Götaland;1470;Vara;1470TB110;Vedum;;986;945;-41;138;142;4;713;663;-50;;;;;;;;;
14;Västra Götaland;1470;Vara;1470TC109;Vara;;4 426;4 432;6;356;377;21;1 242;1 176;-66;;;;;;;;;
14;Västra Götaland;1471;Götene;1471TB103;Hällekis;;644;618;-26;194;197;3;332;313;-19;;;;;;;;;
14;Västra Götaland;1471;Götene;1471TB104;Källby;;1 783;1 511;-272;229;151;-78;778;998;220;;;;;;;;;
14;Västra Götaland;1471;Götene;1471TB105;Lundsbrunn;;901;901;0;132;139;7;681;648;-33;;;;;;;;;
14;Västra Götaland;1471;Götene;1471TB108;Källby norra (preliminär);1;;339;;;81;0;;417;0;;;;;;;;;
14;Västra Götaland;1471;Götene;1471TC102;Götene;;5 081;5 153;72;480;514;34;1 060;1 003;-57;;;;;;;;;
14;Västra Götaland;1472;Tibro;1472TB101;Fagersanna;;683;723;40;200;204;4;341;355;14;;;;;;;;;
14;Västra Götaland;1472;Tibro;1472TB104;Bråbacka;;227;252;25;60;62;2;380;408;28;;;;;;;;;
14;Västra Götaland;1472;Tibro;1472TC102;Tibro;;8 614;8 588;-26;810;840;30;1 064;1 023;-41;;;;;;;;;
14;Västra Götaland;1473;Töreboda;1473TB101;Moholm;;576;541;-35;104;105;1;554;516;-38;;;;;;;;;
14;Västra Götaland;1473;Töreboda;1473TB103;Älgarås;;378;341;-37;99;101;2;381;339;-42;;;;;;;;;
14;Västra Götaland;1473;Töreboda;1473TC102;Töreboda;;4 740;4 731;-9;431;440;9;1 101;1 076;-25;;;;;;;;;
14;Västra Götaland;1480;Göteborg;1480TB101;Angered;;1 491;1 528;37;238;246;8;626;621;-5;;;;;;;;;
14;Västra Götaland;1480;Göteborg;1480TB102;Asperö;;421;404;-17;38;40;2;1 105;1 002;-103;;;;;;;;;
14;Västra Götaland;1480;Göteborg;1480TB104;Brännö;;929;914;-15;193;194;1;481;471;-10;;;;;;;;;
14;Västra Götaland;1480;Göteborg;1480TB107;Nordöstra Göteborg;;47 211;48 217;1 006;1 080;1 170;90;4 372;4 121;-251;;;;;;;;;
14;Västra Götaland;1480;Göteborg;1480TB113;Tumlehed;;676;663;-13;110;123;13;612;538;-74;;;;;;;;;
14;Västra Götaland;1480;Göteborg;1480TB115;Nolvik;;1 489;1 535;46;187;196;9;798;785;-13;;;;;;;;;
14;Västra Götaland;1480;Göteborg;1480TB117;Olofstorp;;4 146;4 169;23;333;343;10;1 244;1 216;-28;;;;;;;;;
14;Västra Götaland;1480;Göteborg;1480TB120;Stenared;;447;468;21;99;103;4;452;456;4;;;;;;;;;
14;Västra Götaland;1480;Göteborg;1480TB121;Styrsö och Donsö;;2 892;2 862;-30;285;288;3;1 016;993;-23;;;;;;;;;
14;Västra Götaland;1480;Göteborg;1480TB122;Säve;;715;771;56;69;95;26;1 043;814;-229;;;;;;;;;
14;Västra Götaland;1480;Göteborg;1480TB123;Vrångö;;377;368;-9;48;53;5;784;697;-87;;;;;;;;;
14;Västra Götaland;1480;Göteborg;1480TB164;Assmundtorp och Skändla;;217;236;19;50;51;1;437;462;25;;;;;;;;;
14;Västra Götaland;1480;Göteborg;1480TC108;Göteborg;;607 882;674 529;66 647;23 092;27 155;4 063;2 632;2 484;-148;;;;;;;;;
14;Västra Götaland;1481;Mölndal;1481TB101;Hällesåker;;727;748;21;231;239;8;314;313;-1;;;;;;;;;
14;Västra Götaland;1481;Mölndal;1481TB121;Östra Balltorp;1;;2 641;;;88;0;;3 014;0;;;;;;;;;
14;Västra Götaland;1481;Mölndal;1481TB122;Björnåsen;;336;342;6;40;42;2;830;820;-10;;;;;;;;;
14;Västra Götaland;1481;Mölndal;1481TB123;Västra Balltorp;;440;843;403;18;30;12;2 379;2 826;447;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB101;Diseröd;;1 381;1 570;189;123;129;6;1 126;1 214;88;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB102;Kyrkeby och Nereby;;365;386;21;128;136;8;284;284;0;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB104;Kode;;1 665;1 569;-96;163;149;-14;1 025;1 050;25;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB105;Kovikshamn och Åkerhög;;636;682;46;236;277;41;269;246;-23;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB107;Kareby och Ringby;;236;259;23;56;64;8;422;404;-18;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB108;Kärna;;1 157;1 234;77;118;128;10;982;963;-19;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB109;Lundby och Rogstorp;;273;279;6;65;69;4;418;406;-12;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB110;Marstrand;;379;349;-30;33;34;1;1 146;1 036;-110;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB111;Arvidsvik;;995;1 004;9;106;131;25;937;764;-173;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB112;Risby;;244;265;21;77;76;-1;316;348;32;;;;;;;;;
14;Västra Götaland;1482;Kungälv;1482TB113;Signehög och Norrmannebo;;255;288;33;97;99;2;263;292;29;;;;;;;;;
